pdb	run	capri	n	tx_acc	tx_med	tx_high	tx_near_acc
1UU6	run_unbound_vdw_na_clust	06_caprieval	3	0	0	0	0
1UU6	run_unbound_vdw_na_clust	06_caprieval	4	0	0	0	0
1UU6	run_unbound_vdw_na_clust	06_caprieval	5	0	0	0	0
1UU6	run_unbound_vdw_na_clust	06_caprieval	10	0	0	0	0
1UU6	run_unbound_vdw_na_clust	06_caprieval	20	0	0	0	0
1UU6	run_unbound_vdw_na_clust	06_caprieval	30	0	0	0	0
1UU6	run_unbound_vdw_na_clust	06_caprieval	40	0	0	0	0
1UU6	run_unbound_vdw_na_clust	06_caprieval	50	0	0	0	0
1UU6	run_unbound_vdw_na_clust	11_caprieval	1	1	0	0	1
1UU6	run_unbound_vdw_na_clust	11_caprieval	2	1	0	0	1
1UU6	run_unbound_vdw_na_clust	11_caprieval	3	1	0	0	1
1UU6	run_unbound_vdw_na_clust	11_caprieval	4	1	0	0	1
1UU6	run_unbound_vdw_na_clust	11_caprieval	5	1	0	0	1
1UU6	run_unbound_vdw_na_clust	11_caprieval	10	1	0	0	1
1UU6	run_unbound_vdw_na_clust	11_caprieval	20	1	0	0	1
1UU6	run_unbound_vdw_na_clust	11_caprieval	30	1	0	0	1
1UU6	run_unbound_vdw_na_clust	11_caprieval	40	1	0	0	1
1UU6	run_unbound_vdw_na_clust	11_caprieval	50	1	0	0	1
5VX9	run_bound_default_ti	5_caprieval	1	0	0	0	0
5VX9	run_bound_default_ti	5_caprieval	2	0	0	0	0
5VX9	run_bound_default_ti	5_caprieval	3	0	0	0	0
5VX9	run_bound_default_ti	5_caprieval	4	0	0	0	0
5VX9	run_bound_default_ti	5_caprieval	5	0	0	0	0
5VX9	run_bound_default_ti	5_caprieval	10	1	1	1	1
5VX9	run_bound_default_ti	5_caprieval	20	1	1	1	1
5VX9	run_bound_default_ti	5_caprieval	30	1	1	1	1
5VX9	run_bound_default_ti	5_caprieval	40	1	1	1	1
5VX9	run_bound_default_ti	5_caprieval	50	1	1	1	1
5VX9	run_bound_vdw_na	5_caprieval	1	1	1	1	1
5VX9	run_bound_vdw_na	5_caprieval	2	1	1	1	1
5VX9	run_bound_vdw_na	5_caprieval	3	1	1	1	1
5VX9	run_bound_vdw_na	5_caprieval	4	1	1	1	1
5VX9	run_bound_vdw_na	5_caprieval	5	1	1	1	1
5VX9	run_bound_vdw_na	5_caprieval	10	1	1	1	1
5VX9	run_bound_vdw_na	5_caprieval	20	1	1	1	1
5VX9	run_bound_vdw_na	5_caprieval	30	1	1	1	2
5VX9	run_bound_vdw_na	5_caprieval	40	1	1	1	2
5VX9	run_bound_vdw_na	5_caprieval	50	1	1	1	2
5VX9	run_bound_vdw_ti	5_caprieval	1	1	1	1	1
5VX9	run_bound_vdw_ti	5_caprieval	2	1	1	1	1
5VX9	run_bound_vdw_ti	5_caprieval	3	1	1	1	1
5VX9	run_bound_vdw_ti	5_caprieval	4	1	1	1	1
5VX9	run_bound_vdw_ti	5_caprieval	5	1	1	1	1
5VX9	run_bound_vdw_ti	5_caprieval	10	1	1	1	1
5VX9	run_bound_vdw_ti	5_caprieval	20	1	1	1	1
5VX9	run_bound_vdw_ti	5_caprieval	30	1	1	1	2
5VX9	run_bound_vdw_ti	5_caprieval	40	1	1	1	2
5VX9	run_bound_vdw_ti	5_caprieval	50	1	1	1	2
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	2	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	3	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	4	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	5	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	10	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	20	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	30	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	40	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	06_caprieval	50	0	0	0	0
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	1
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	2	0	0	0	1
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	3	0	0	0	1
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	4	0	0	0	1
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	5	0	0	0	1
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	10	0	0	0	1
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	20	0	0	0	1
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	30	0	0	0	1
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	40	0	0	0	1
5VX9	run_unbound_ens_vdw_na_clust150	11_caprieval	50	0	0	0	1
5VX9	run_unbound_vdw_na_clust	06_caprieval	1	0	0	0	0
5VX9	run_unbound_vdw_na_clust	06_caprieval	2	0	0	0	0
5VX9	run_unbound_vdw_na_clust	06_caprieval	3	0	0	0	0
5VX9	run_unbound_vdw_na_clust	06_caprieval	4	0	0	0	0
5VX9	run_unbound_vdw_na_clust	06_caprieval	5	0	0	0	0
5VX9	run_unbound_vdw_na_clust	06_caprieval	10	0	0	0	0
5VX9	run_unbound_vdw_na_clust	06_caprieval	20	0	0	0	0
5VX9	run_unbound_vdw_na_clust	06_caprieval	30	0	0	0	0
5VX9	run_unbound_vdw_na_clust	06_caprieval	40	0	0	0	0
5VX9	run_unbound_vdw_na_clust	06_caprieval	50	0	0	0	0
5VX9	run_unbound_vdw_na_clust	11_caprieval	1	0	0	0	0
5VX9	run_unbound_vdw_na_clust	11_caprieval	2	0	0	0	0
5VX9	run_unbound_vdw_na_clust	11_caprieval	3	0	0	0	0
5VX9	run_unbound_vdw_na_clust	11_caprieval	4	0	0	0	0
5VX9	run_unbound_vdw_na_clust	11_caprieval	5	0	0	0	0
5VX9	run_unbound_vdw_na_clust	11_caprieval	10	0	0	0	1
5VX9	run_unbound_vdw_na_clust	11_caprieval	20	0	0	0	1
5VX9	run_unbound_vdw_na_clust	11_caprieval	30	0	0	0	1
5VX9	run_unbound_vdw_na_clust	11_caprieval	40	0	0	0	1
5VX9	run_unbound_vdw_na_clust	11_caprieval	50	0	0	0	1
2VUZ	run_bound_default_ti	5_caprieval	1	1	1	1	1
2VUZ	run_bound_default_ti	5_caprieval	2	1	1	1	1
2VUZ	run_bound_default_ti	5_caprieval	3	1	1	1	1
2VUZ	run_bound_default_ti	5_caprieval	4	1	1	1	1
2VUZ	run_bound_default_ti	5_caprieval	5	1	1	1	1
2VUZ	run_bound_default_ti	5_caprieval	10	1	1	1	1
2VUZ	run_bound_default_ti	5_caprieval	20	1	1	1	1
2VUZ	run_bound_default_ti	5_caprieval	30	1	1	1	1
2VUZ	run_bound_default_ti	5_caprieval	40	1	1	1	1
2VUZ	run_bound_default_ti	5_caprieval	50	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	1	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	2	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	3	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	4	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	5	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	10	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	20	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	30	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	40	1	1	1	1
2VUZ	run_bound_vdw_na	5_caprieval	50	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	1	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	2	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	3	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	4	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	5	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	10	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	20	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	30	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	40	1	1	1	1
2VUZ	run_bound_vdw_ti	5_caprieval	50	1	1	1	1
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	2	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	3	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	4	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	5	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	10	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	20	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	30	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	40	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	06_caprieval	50	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	2	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	3	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	4	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	5	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	10	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	20	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	30	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	40	0	0	0	0
2VUZ	run_unbound_ens_vdw_na_clust150	11_caprieval	50	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	1	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	2	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	3	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	4	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	5	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	10	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	20	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	30	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	40	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	11_caprieval	50	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	1	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	2	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	3	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	4	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	5	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	10	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	20	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	30	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	40	0	0	0	0
2VUZ	run_unbound_vdw_na_clust	06_caprieval	50	0	0	0	0
1I3H	run_bound_default_ti	5_caprieval	1	0	0	0	0
1I3H	run_bound_default_ti	5_caprieval	2	1	1	0	1
1I3H	run_bound_default_ti	5_caprieval	3	1	1	0	2
1I3H	run_bound_default_ti	5_caprieval	4	1	1	0	2
1I3H	run_bound_default_ti	5_caprieval	5	1	1	0	2
1I3H	run_bound_default_ti	5_caprieval	10	1	1	0	2
1I3H	run_bound_default_ti	5_caprieval	20	1	1	0	2
1I3H	run_bound_default_ti	5_caprieval	30	1	1	0	2
1I3H	run_bound_default_ti	5_caprieval	40	1	1	0	2
1I3H	run_bound_default_ti	5_caprieval	50	1	1	0	2
1I3H	run_bound_vdw_na	5_caprieval	1	0	0	0	0
1I3H	run_bound_vdw_na	5_caprieval	2	0	0	0	0
1I3H	run_bound_vdw_na	5_caprieval	3	1	1	0	1
1I3H	run_bound_vdw_na	5_caprieval	4	1	1	0	1
1I3H	run_bound_vdw_na	5_caprieval	5	1	1	0	1
1I3H	run_bound_vdw_na	5_caprieval	10	1	1	0	1
1I3H	run_bound_vdw_na	5_caprieval	20	1	1	0	1
1I3H	run_bound_vdw_na	5_caprieval	30	1	1	0	1
1I3H	run_bound_vdw_na	5_caprieval	40	1	1	0	1
1I3H	run_bound_vdw_na	5_caprieval	50	1	1	0	1
1I3H	run_bound_vdw_ti	5_caprieval	1	0	0	0	0
1I3H	run_bound_vdw_ti	5_caprieval	2	0	0	0	0
1I3H	run_bound_vdw_ti	5_caprieval	3	1	1	1	1
1I3H	run_bound_vdw_ti	5_caprieval	4	1	1	1	1
1I3H	run_bound_vdw_ti	5_caprieval	5	1	1	1	1
1I3H	run_bound_vdw_ti	5_caprieval	10	1	1	1	1
1I3H	run_bound_vdw_ti	5_caprieval	20	1	1	1	1
1I3H	run_bound_vdw_ti	5_caprieval	30	1	1	1	1
1I3H	run_bound_vdw_ti	5_caprieval	40	1	1	1	1
1I3H	run_bound_vdw_ti	5_caprieval	50	1	1	1	1
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	0
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	2	0	0	0	0
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	3	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	4	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	5	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	10	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	20	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	30	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	40	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	11_caprieval	50	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	2	0	0	0	0
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	3	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	4	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	5	1	1	0	1
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	10	1	1	0	2
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	20	1	1	0	2
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	30	1	1	0	4
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	40	1	1	0	5
1I3H	run_unbound_ens_vdw_na_clust150	06_caprieval	50	2	1	0	7
1I3H	run_unbound_vdw_na_clust	11_caprieval	1	0	0	0	0
1I3H	run_unbound_vdw_na_clust	11_caprieval	2	0	0	0	0
1I3H	run_unbound_vdw_na_clust	11_caprieval	3	0	0	0	0
1I3H	run_unbound_vdw_na_clust	11_caprieval	4	0	0	0	0
1I3H	run_unbound_vdw_na_clust	11_caprieval	5	0	0	0	0
1I3H	run_unbound_vdw_na_clust	11_caprieval	10	0	0	0	0
1I3H	run_unbound_vdw_na_clust	11_caprieval	20	0	0	0	0
1I3H	run_unbound_vdw_na_clust	11_caprieval	30	0	0	0	0
1I3H	run_unbound_vdw_na_clust	11_caprieval	40	0	0	0	0
1I3H	run_unbound_vdw_na_clust	11_caprieval	50	0	0	0	0
1I3H	run_unbound_vdw_na_clust	06_caprieval	1	0	0	0	0
1I3H	run_unbound_vdw_na_clust	06_caprieval	2	0	0	0	0
1I3H	run_unbound_vdw_na_clust	06_caprieval	3	0	0	0	0
1I3H	run_unbound_vdw_na_clust	06_caprieval	4	0	0	0	0
1I3H	run_unbound_vdw_na_clust	06_caprieval	5	0	0	0	0
1I3H	run_unbound_vdw_na_clust	06_caprieval	10	1	1	0	2
1I3H	run_unbound_vdw_na_clust	06_caprieval	20	1	1	0	4
1I3H	run_unbound_vdw_na_clust	06_caprieval	30	1	1	0	4
1I3H	run_unbound_vdw_na_clust	06_caprieval	40	1	1	0	4
1I3H	run_unbound_vdw_na_clust	06_caprieval	50	1	1	0	4
3AOF	run_bound_default_ti	5_caprieval	1	1	1	1	1
3AOF	run_bound_default_ti	5_caprieval	2	1	1	1	1
3AOF	run_bound_default_ti	5_caprieval	3	1	1	1	1
3AOF	run_bound_default_ti	5_caprieval	4	1	1	1	1
3AOF	run_bound_default_ti	5_caprieval	5	1	1	1	1
3AOF	run_bound_default_ti	5_caprieval	10	1	1	1	1
3AOF	run_bound_default_ti	5_caprieval	20	1	1	1	1
3AOF	run_bound_default_ti	5_caprieval	30	1	1	1	1
3AOF	run_bound_default_ti	5_caprieval	40	1	1	1	1
3AOF	run_bound_default_ti	5_caprieval	50	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	1	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	2	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	3	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	4	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	5	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	10	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	20	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	30	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	40	1	1	1	1
3AOF	run_bound_vdw_na	5_caprieval	50	1	1	1	1
3AOF	run_bound_vdw_ti	5_caprieval	1	1	1	1	1
3AOF	run_bound_vdw_ti	5_caprieval	2	1	1	1	1
3AOF	run_bound_vdw_ti	5_caprieval	3	1	1	1	1
3AOF	run_bound_vdw_ti	5_caprieval	4	1	1	1	1
3AOF	run_bound_vdw_ti	5_caprieval	5	1	1	1	1
3AOF	run_bound_vdw_ti	5_caprieval	10	1	1	1	2
3AOF	run_bound_vdw_ti	5_caprieval	20	1	1	1	2
3AOF	run_bound_vdw_ti	5_caprieval	30	1	1	1	2
3AOF	run_bound_vdw_ti	5_caprieval	40	1	1	1	2
3AOF	run_bound_vdw_ti	5_caprieval	50	1	1	1	2
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	0
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	2	1	1	0	1
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	3	1	1	0	1
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	4	1	1	0	2
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	5	1	1	0	2
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	10	1	1	0	3
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	20	1	1	0	3
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	30	1	1	0	3
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	40	1	1	0	3
3AOF	run_unbound_ens_vdw_na_clust150	11_caprieval	50	1	1	0	3
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	2	0	0	0	0
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	3	0	0	0	0
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	4	0	0	0	0
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	5	0	0	0	0
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	10	0	0	0	0
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	20	0	0	0	0
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	30	1	1	0	1
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	40	1	1	0	1
3AOF	run_unbound_ens_vdw_na_clust150	06_caprieval	50	1	1	0	2
3AOF	run_unbound_vdw_na_clust	06_caprieval	1	0	0	0	0
3AOF	run_unbound_vdw_na_clust	06_caprieval	2	0	0	0	0
3AOF	run_unbound_vdw_na_clust	06_caprieval	3	0	0	0	0
3AOF	run_unbound_vdw_na_clust	06_caprieval	4	0	0	0	0
3AOF	run_unbound_vdw_na_clust	06_caprieval	5	0	0	0	0
3AOF	run_unbound_vdw_na_clust	06_caprieval	10	0	0	0	0
3AOF	run_unbound_vdw_na_clust	06_caprieval	20	0	0	0	0
3AOF	run_unbound_vdw_na_clust	06_caprieval	30	0	0	0	0
3AOF	run_unbound_vdw_na_clust	06_caprieval	40	0	0	0	0
3AOF	run_unbound_vdw_na_clust	06_caprieval	50	0	0	0	0
3AOF	run_unbound_vdw_na_clust	11_caprieval	1	0	0	0	0
3AOF	run_unbound_vdw_na_clust	11_caprieval	2	0	0	0	0
3AOF	run_unbound_vdw_na_clust	11_caprieval	3	1	1	0	1
3AOF	run_unbound_vdw_na_clust	11_caprieval	4	1	1	0	1
3AOF	run_unbound_vdw_na_clust	11_caprieval	5	1	1	0	1
3AOF	run_unbound_vdw_na_clust	11_caprieval	10	1	1	0	2
3AOF	run_unbound_vdw_na_clust	11_caprieval	20	1	1	0	2
3AOF	run_unbound_vdw_na_clust	11_caprieval	30	1	1	0	2
3AOF	run_unbound_vdw_na_clust	11_caprieval	40	1	1	0	2
3AOF	run_unbound_vdw_na_clust	11_caprieval	50	1	1	0	2
1PMH	run_bound_default_ti	5_caprieval	1	0	0	0	0
1PMH	run_bound_default_ti	5_caprieval	2	1	1	1	1
1PMH	run_bound_default_ti	5_caprieval	3	1	1	1	1
1PMH	run_bound_default_ti	5_caprieval	4	1	1	1	1
1PMH	run_bound_default_ti	5_caprieval	5	1	1	1	1
1PMH	run_bound_default_ti	5_caprieval	10	1	1	1	1
1PMH	run_bound_default_ti	5_caprieval	20	1	1	1	1
1PMH	run_bound_default_ti	5_caprieval	30	1	1	1	1
1PMH	run_bound_default_ti	5_caprieval	40	1	1	1	1
1PMH	run_bound_default_ti	5_caprieval	50	1	1	1	1
1PMH	run_bound_vdw_na	5_caprieval	1	1	1	0	1
1PMH	run_bound_vdw_na	5_caprieval	2	1	1	0	1
1PMH	run_bound_vdw_na	5_caprieval	3	1	1	0	1
1PMH	run_bound_vdw_na	5_caprieval	4	1	1	0	1
1PMH	run_bound_vdw_na	5_caprieval	5	1	1	0	1
1PMH	run_bound_vdw_na	5_caprieval	10	1	1	0	1
1PMH	run_bound_vdw_na	5_caprieval	20	1	1	0	1
1PMH	run_bound_vdw_na	5_caprieval	30	1	1	0	1
1PMH	run_bound_vdw_na	5_caprieval	40	1	1	0	1
1PMH	run_bound_vdw_na	5_caprieval	50	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	1	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	2	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	3	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	4	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	5	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	10	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	20	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	30	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	40	1	1	0	1
1PMH	run_bound_vdw_ti	5_caprieval	50	1	1	0	1
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	1	0	0	0	0
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	2	1	0	0	1
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	3	1	0	0	1
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	4	1	0	0	1
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	5	1	0	0	1
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	10	1	0	0	2
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	20	1	0	0	2
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	30	1	0	0	2
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	40	1	0	0	2
1PMH	run_unbound_ens_vdw_na_clust150	06_caprieval	50	1	0	0	2
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	1	0	0	0	0
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	2	0	0	0	0
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	3	0	0	0	0
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	4	0	0	0	0
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	5	0	0	0	0
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	10	0	0	0	1
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	20	0	0	0	2
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	30	0	0	0	3
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	40	0	0	0	3
1PMH	run_unbound_ens_vdw_na_clust150	11_caprieval	50	0	0	0	3
1PMH	run_unbound_vdw_na_clust	06_caprieval	1	1	1	0	1
1PMH	run_unbound_vdw_na_clust	06_caprieval	2	1	1	0	1
1PMH	run_unbound_vdw_na_clust	06_caprieval	3	1	1	0	1
1PMH	run_unbound_vdw_na_clust	06_caprieval	4	1	1	0	1
1PMH	run_unbound_vdw_na_clust	06_caprieval	5	1	1	0	1
1PMH	run_unbound_vdw_na_clust	06_caprieval	10	1	1	0	1
1PMH	run_unbound_vdw_na_clust	06_caprieval	20	1	1	0	1
1PMH	run_unbound_vdw_na_clust	06_caprieval	30	1	1	0	1
1PMH	run_unbound_vdw_na_clust	06_caprieval	40	1	1	0	1
1PMH	run_unbound_vdw_na_clust	06_caprieval	50	1	1	0	1
1PMH	run_unbound_vdw_na_clust	11_caprieval	1	0	0	0	0
1PMH	run_unbound_vdw_na_clust	11_caprieval	2	0	0	0	0
1PMH	run_unbound_vdw_na_clust	11_caprieval	3	0	0	0	0
1PMH	run_unbound_vdw_na_clust	11_caprieval	4	0	0	0	0
1PMH	run_unbound_vdw_na_clust	11_caprieval	5	0	0	0	0
1PMH	run_unbound_vdw_na_clust	11_caprieval	10	0	0	0	0
1PMH	run_unbound_vdw_na_clust	11_caprieval	20	0	0	0	0
1PMH	run_unbound_vdw_na_clust	11_caprieval	30	0	0	0	0
1PMH	run_unbound_vdw_na_clust	11_caprieval	40	0	0	0	0
1PMH	run_unbound_vdw_na_clust	11_caprieval	50	0	0	0	0
6H9Y	run_bound_default_ti	5_caprieval	1	0	0	0	0
6H9Y	run_bound_default_ti	5_caprieval	2	0	0	0	0
6H9Y	run_bound_default_ti	5_caprieval	3	0	0	0	0
6H9Y	run_bound_default_ti	5_caprieval	4	0	0	0	1
6H9Y	run_bound_default_ti	5_caprieval	5	0	0	0	1
6H9Y	run_bound_default_ti	5_caprieval	10	0	0	0	2
6H9Y	run_bound_default_ti	5_caprieval	20	1	1	1	3
6H9Y	run_bound_default_ti	5_caprieval	30	1	1	1	4
6H9Y	run_bound_default_ti	5_caprieval	40	1	1	1	4
6H9Y	run_bound_default_ti	5_caprieval	50	1	1	1	4
6H9Y	run_bound_vdw_na	5_caprieval	1	0	0	0	0
6H9Y	run_bound_vdw_na	5_caprieval	2	0	0	0	0
6H9Y	run_bound_vdw_na	5_caprieval	3	0	0	0	0
6H9Y	run_bound_vdw_na	5_caprieval	4	0	0	0	0
